SerialNumber,Test Pass/Fail Status,errCode,errStr,TesterID,config,StartTime,EndTime,TestTime,INIT::TSTR_SW,INIT::LIGHT_SOURCE,INIT::SPECTROMETER,INIT::CG_SN,UNIF::INT_AVG,UNIF::INT_PCT_MAX,UNIF::INT_PCT_MIN,UNIF::INT_DRK_PXL_CNT_PCT,UNIF::INT_HOT_PXL_CNT_PCT,UNIF::EXT_PCT_MAX,UNIF::EXT_PCT_MIN,UNIF::LF_INT_PCT_MAX,UNIF::LF_INT_PCT_MIN,UNIF::LF_INT_DRK_PXL_CNT_PCT,UNIF::LF_INT_HOT_PXL_CNT_PCT,UNIF::LF_EXT_PCT_MAX,UNIF::LF_EXT_PCT_MIN,UNIF::HF_INT_PCT_MAX,UNIF::HF_INT_PCT_MIN,UNIF::HF_INT_DRK_PXL_CNT_PCT,UNIF::HF_INT_HOT_PXL_CNT_PCT,UNIF::HF_EXT_PCT_MAX,UNIF::HF_EXT_PCT_MIN,T::TP1_XPOS,T::TP1_YPOS,T::TP1_APOS,T::TP1_T_PCT_400,T::TP1_T_PCT_410,T::TP1_T_PCT_420,T::TP1_T_PCT_450,T::TP1_T_PCT_500,T::TP1_T_PCT_550,T::TP1_T_PCT_600,T::TP1_T_PCT_650,T::TP1_T_PCT_700,T::TP1_T_PCT_750,T::TP1_T_PCT_800,T::TP1_T_PCT_850,T::TP1_T_PCT_900,T::TP1_T_PCT_950,T::TP1_T_PCT_1000,T::TP1_T_PCT_1050,T::TP1_T_PCT_1100,T::TP1_TILT_400,T::TP1_TILT_450,T::TP1_TILT_500,T::TP1_TILT_550,T::TP1_TILT_600,T::TP1_TILT_650,T::TP1_TILT_700,T::TP1_TILT_750,T::TP1_TILT_800,T::TP1_TILT_850,T::TP1_TILT_900,T::TP1_TILT_950,T::TP1_TILT_1000,T::TP1_TILT_1050,T::TP1_TILT_1100,T::TP2_XPOS,T::TP2_YPOS,T::TP2_APOS,T::TP2_T_PCT_400,T::TP2_T_PCT_410,T::TP2_T_PCT_420,T::TP2_T_PCT_450,T::TP2_T_PCT_500,T::TP2_T_PCT_550,T::TP2_T_PCT_600,T::TP2_T_PCT_650,T::TP2_T_PCT_700,T::TP2_T_PCT_750,T::TP2_T_PCT_800,T::TP2_T_PCT_850,T::TP2_T_PCT_900,T::TP2_T_PCT_950,T::TP2_T_PCT_1000,T::TP2_T_PCT_1050,T::TP2_T_PCT_1100,T::TP2_TILT_400,T::TP2_TILT_450,T::TP2_TILT_500,T::TP2_TILT_550,T::TP2_TILT_600,T::TP2_TILT_650,T::TP2_TILT_700,T::TP2_TILT_750,T::TP2_TILT_800,T::TP2_TILT_850,T::TP2_TILT_900,T::TP2_TILT_950,T::TP2_TILT_1000,T::TP2_TILT_1050,T::TP2_TILT_1100,T::TP3_XPOS,T::TP3_YPOS,T::TP3_APOS,T::TP3_T_PCT_410,T::TP3_T_PCT_420,T::TP3_T_PCT_400,T::TP3_T_PCT_450,T::TP3_T_PCT_500,T::TP3_T_PCT_550,T::TP3_T_PCT_600,T::TP3_T_PCT_650,T::TP3_T_PCT_700,T::TP3_T_PCT_750,T::TP3_T_PCT_800,T::TP3_T_PCT_850,T::TP3_T_PCT_900,T::TP3_T_PCT_950,T::TP3_T_PCT_1000,T::TP3_T_PCT_1050,T::TP3_T_PCT_1100,T::TP3_TILT_400,T::TP3_TILT_450,T::TP3_TILT_500,T::TP3_TILT_550,T::TP3_TILT_600,T::TP3_TILT_650,T::TP3_TILT_700,T::TP3_TILT_750,T::TP3_TILT_800,T::TP3_TILT_850,T::TP3_TILT_900,T::TP3_TILT_950,T::TP3_TILT_1000,T::TP3_TILT_1050,T::TP3_TILT_1100,T::TP4_XPOS,T::TP4_YPOS,T::TP4_APOS,T::TP4_T_PCT_410,T::TP4_T_PCT_420,T::TP4_T_PCT_400,T::TP4_T_PCT_450,T::TP4_T_PCT_500,T::TP4_T_PCT_550,T::TP4_T_PCT_600,T::TP4_T_PCT_650,T::TP4_T_PCT_700,T::TP4_T_PCT_750,T::TP4_T_PCT_800,T::TP4_T_PCT_850,T::TP4_T_PCT_900,T::TP4_T_PCT_950,T::TP4_T_PCT_1000,T::TP4_T_PCT_1050,T::TP4_T_PCT_1100,T::TP4_TILT_400,T::TP4_TILT_450,T::TP4_TILT_500,T::TP4_TILT_550,T::TP4_TILT_600,T::TP4_TILT_650,T::TP4_TILT_700,T::TP4_TILT_750,T::TP4_TILT_800,T::TP4_TILT_850,T::TP4_TILT_900,T::TP4_TILT_950,T::TP4_TILT_1000,T::TP4_TILT_1050,T::TP4_TILT_1100,T::TP5_XPOS,T::TP5_YPOS,T::TP5_APOS,T::TP5_T_PCT_410,T::TP5_T_PCT_420,T::TP5_T_PCT_400,T::TP5_T_PCT_450,T::TP5_T_PCT_500,T::TP5_T_PCT_550,T::TP5_T_PCT_600,T::TP5_T_PCT_650,T::TP5_T_PCT_700,T::TP5_T_PCT_750,T::TP5_T_PCT_800,T::TP5_T_PCT_850,T::TP5_T_PCT_900,T::TP5_T_PCT_950,T::TP5_T_PCT_1000,T::TP5_T_PCT_1050,T::TP5_T_PCT_1100,T::TP5_TILT_400,T::TP5_TILT_450,T::TP5_TILT_500,T::TP5_TILT_550,T::TP5_TILT_600,T::TP5_TILT_650,T::TP5_TILT_700,T::TP5_TILT_750,T::TP5_TILT_800,T::TP5_TILT_850,T::TP5_TILT_900,T::TP5_TILT_950,T::TP5_TILT_1000,T::TP5_TILT_1050,T::TP5_TILT_1100,T::T_PCT_STDEV_400,T::T_PCT_STDEV_450,T::T_PCT_STDEV_500,T::T_PCT_STDEV_550,T::T_PCT_STDEV_600,T::T_PCT_STDEV_650,T::T_PCT_STDEV_700,T::T_PCT_STDEV_750,T::T_PCT_STDEV_800,T::T_PCT_STDEV_850,T::T_PCT_STDEV_900,T::T_PCT_STDEV_950,T::T_PCT_STDEV_1000,T::T_PCT_STDEV_1050,T::T_PCT_STDEV_1100,POST::FDR_POST_RESULT,POST::FDR_POST_TIME,POST::FDR_CONFIRM_RESULT,POST::FDR_CONFIRM_TIME
20363272052HL9505,PASS,0,,Machine04A_golden,,10/8/2016 18:13,10/8/2016 18:13,7.089,Version 16.8.10.12,LS,CAS140,20363272052HL9502112651140789158079716795743,194.46678,30.613568,-84.058974,24.957472,24.330498,30.613568,-91.772374,30.099341,-36.750123,24.54921,23.64196,28.042435,-68.117948,13.884119,-51.422665,0.946132,0.983394,13.884119,-51.422665,1286.038452,968.840332,-0.001604,1.49017,1.618294,1.754242,2.125477,2.829256,3.614849,4.100883,4.920268,5.916277,8.329971,10.864342,12.661651,14.93571,17.103333,18.745747,20.262993,21.134371,41.22356,58.798496,78.267601,100,113.445473,136.112656,163.665939,230.437592,300.547577,350.267731,413.176544,473.140961,518.576172,560.548706,584.654297,1286.038452,968.840332,-0.001604,1.558085,1.673281,1.800158,2.16945,2.883748,3.678485,4.167952,4.995302,5.975103,8.414742,11.015675,12.792609,15.054485,17.253397,18.926409,20.412386,21.196056,42.356697,58.976727,78.394997,100,113.306213,135.797806,162.433823,228.755646,299.46228,347.768463,409.257782,469.035431,514.516479,554.912903,576.217102,1286.038452,968.840332,-0.001604,1.614925,1.744323,1.496892,2.10839,2.817065,3.585429,4.062766,4.864817,5.83585,8.239926,10.775129,12.614862,14.813397,16.974247,18.653439,20.139055,21.005709,41.749325,58.804398,78.569809,100,113.313248,135.682983,162.765747,229.817032,300.525513,351.836914,413.155518,473.423065,520.256836,561.69165,585.86322,1286.038452,968.840332,-0.001604,1.614157,1.749725,1.487713,2.108829,2.811257,3.573422,4.056486,4.848549,5.811833,8.1798,10.719596,12.530616,14.774761,16.892572,18.594816,20.057293,20.751143,41.632729,59.014256,78.671288,100,113.51825,135.683624,162.640533,228.906631,299.981232,350.661499,413.462494,472.728149,520.36438,561.290894,580.707825,1286.038452,968.840332,-0.001604,1.516432,1.664618,1.371877,2.013454,2.674699,3.410966,3.87647,4.628811,5.547976,7.888062,10.365297,12.102791,14.345544,16.467722,18.106331,19.577545,20.430988,40.219616,59.028858,78.414703,100,113.64727,135.703827,162.651154,231.255936,303.881561,354.820038,420.57132,482.787659,530.827087,573.958984,598.979553,0.067512,0.056964,0.077357,0.099105,0.10814,0.137099,0.164018,0.201099,0.241448,0.262418,0.268965,0.296373,0.305873,0.316206,0.31457,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270590HL950W,PASS,0,,Machine04A_golden,,10/8/2016 18:13,10/8/2016 18:14,7.08,Version 16.8.10.12,LS,CAS140,20363270590HL9502112651124753158079639794743,193.699166,31.131179,-73.154247,25.075739,25.655731,31.131179,-92.256033,30.09865,-34.43441,24.093966,24.076145,25.968534,-67.475337,13.939141,-51.626448,1.064399,0.563791,13.939141,-51.626448,1253.219849,967.114258,-0.003003,1.446555,1.563289,1.684677,2.05542,2.777272,3.567623,4.056983,4.880627,5.881962,8.26761,10.792711,12.596901,14.902948,17.063375,18.705484,20.215431,21.146866,40.546749,57.613159,77.846558,100,113.716698,136.803345,164.870636,231.740021,302.518311,353.089508,417.727722,478.28421,524.312317,566.635864,592.743896,1253.219849,967.114258,-0.003003,1.447735,1.572445,1.705708,2.076855,2.783749,3.569412,4.067136,4.894248,5.881889,8.290791,10.857967,12.663776,14.909233,17.125729,18.77895,20.284161,21.064606,40.559467,58.184792,77.988991,100,113.944138,137.116364,164.785934,232.27327,304.194824,354.786041,417.694336,479.79126,526.107605,568.277283,590.142151,1253.219849,967.114258,-0.003003,1.56126,1.680568,1.448721,2.043461,2.732177,3.512283,3.993545,4.794394,5.77881,8.164233,10.698612,12.52796,14.749343,16.901606,18.553177,20.040367,20.810966,41.24728,58.180416,77.789215,100,113.70224,136.503632,164.531433,232.448029,304.605621,356.689941,419.936035,481.214233,528.236938,570.579468,592.519592,1253.219849,967.114258,-0.003003,1.610777,1.732313,1.496194,2.098472,2.815349,3.595488,4.08264,4.902431,5.886188,8.271643,10.834611,12.665199,14.948642,17.068918,18.785227,20.253769,21.000101,41.61311,58.36404,78.302261,100,113.548973,136.349518,163.710403,230.056183,301.339081,352.252563,415.761139,474.731598,522.466675,563.31073,584.068176,1253.219849,967.114258,-0.003003,1.496804,1.608281,1.389782,1.951063,2.621782,3.357732,3.829327,4.589069,5.537115,7.876712,10.370901,12.111462,14.355318,16.537498,18.139502,19.66592,20.486412,41.390507,58.106571,78.081947,100,114.045059,136.671692,164.906403,234.584335,308.866272,360.703674,427.530243,492.519958,540.230835,585.690613,610.126526,0.037718,0.056589,0.075553,0.095913,0.104378,0.131966,0.150148,0.173502,0.19961,0.231514,0.245619,0.239696,0.26992,0.256193,0.263165,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363271645HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:14,10/8/2016 18:14,7.066,Version 16.8.10.12,LS,CAS140,20363271645HL9502111651148802159080758798743,179.825128,39.580048,-60.517197,24.675577,33.976509,38.467857,-91.102467,34.575186,-47.726994,25.302549,32.626976,22.897174,-74.419593,15.014587,-37.258419,0.452005,0.17497,15.014587,-46.712048,1122.36792,950.564819,-0.013113,1.641634,1.771957,1.910723,2.32755,3.092749,3.930055,4.460329,5.322373,6.381101,8.913297,11.54487,13.386548,15.751191,17.950068,19.695419,21.201126,22.06329,41.771275,59.224365,78.694786,100,113.49276,135.427444,162.366684,226.798248,293.758453,340.619812,400.788025,456.738281,501.148651,539.461304,561.398926,1122.36792,950.564819,-0.013113,1.579982,1.700937,1.841448,2.227675,2.967,3.798372,4.3061,5.150007,6.169609,8.66809,11.301221,13.142371,15.404217,17.615231,19.341797,20.777561,21.65451,41.596283,58.64817,78.112427,100,113.366997,135.584595,162.427704,228.205414,297.528015,346.000122,405.547913,463.757416,509.21283,547.012329,570.099854,1122.36792,950.564819,-0.013113,1.603412,1.73538,1.487093,2.11016,2.812926,3.598355,4.076736,4.90058,5.898338,8.291482,10.863343,12.694948,14.953158,17.057758,18.756124,20.247856,21.03063,41.327019,58.642357,78.172531,100,113.294434,136.189438,163.917618,230.42421,301.897461,352.798615,415.555389,474.043182,521.241638,562.69751,584.451172,1122.36792,950.564819,-0.013113,1.556345,1.681965,1.441809,2.043054,2.712944,3.471633,3.949616,4.749589,5.704488,8.059362,10.561123,12.348286,14.612077,16.741167,18.421907,19.908546,20.576542,41.531147,58.849937,78.146057,100,113.768257,136.811386,164.317154,232.149048,304.212006,355.69101,420.899261,482.227478,530.641052,573.463501,592.705017,1122.36792,950.564819,-0.013113,1.370145,1.496576,1.245833,1.825649,2.450043,3.138694,3.593743,4.331029,5.217996,7.483995,9.874961,11.572648,13.753284,15.832584,17.444561,18.887402,19.813719,39.692722,58.165886,78.059319,100,114.498032,137.988235,166.24733,238.442947,314.620026,368.708984,438.184875,504.43219,555.790405,601.759827,631.272644,0.152038,0.191352,0.246755,0.306912,0.335109,0.383022,0.448387,0.555442,0.655475,0.713523,0.77125,0.822584,0.873823,0.886831,0.886375,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270627HL9509,PASS,0,,Machine04A_golden,,10/8/2016 18:14,10/8/2016 18:14,7.063,Version 16.8.10.12,LS,CAS140,20363270627HL9502111651139786161079711806743,191.018194,32.971627,-47.648966,27.962738,26.689348,32.971627,-92.147345,32.448117,-31.420145,27.868771,25.684893,27.213013,-73.300973,14.134779,-50.256993,0.610774,0.633455,14.134779,-52.351034,1201.29541,971.273254,-0.007916,1.577483,1.726312,1.880933,2.301844,3.102268,3.968215,4.516725,5.401692,6.489706,9.093956,11.746718,13.647408,16.006491,18.207047,19.91065,21.480028,22.376795,39.752949,58.007042,78.177902,100,113.822578,136.123962,163.54216,229.169922,296.020172,343.91803,403.367462,458.822021,501.753235,541.301941,563.900696,1201.29541,971.273254,-0.007916,1.557977,1.711789,1.865786,2.278688,3.055962,3.92083,4.463165,5.351925,6.412405,8.992381,11.68101,13.538356,15.849734,18.077782,19.748922,21.270943,22.139423,39.735905,58.117493,77.941689,100,113.832138,136.499786,163.547104,229.348892,297.921844,345.29306,404.244324,461.07019,503.692352,542.511108,564.661621,1201.29541,971.273254,-0.007916,1.610189,1.752954,1.481934,2.136074,2.875564,3.703572,4.209906,5.058155,6.091967,8.595494,11.203728,13.104284,15.376101,17.523767,19.223291,20.689465,21.454887,40.013638,57.676041,77.642982,100,113.671509,136.575043,164.488953,232.086594,302.511414,353.828278,415.169464,473.158539,519.047302,558.635437,579.302551,1201.29541,971.273254,-0.007916,1.606064,1.753884,1.46881,2.154759,2.886669,3.719801,4.233026,5.076642,6.100886,8.601783,11.218329,13.098642,15.418048,17.564999,19.2857,20.76107,21.483139,39.486267,57.92672,77.602783,100,113.797104,136.476166,164.011093,231.243088,301.584137,352.132904,414.48584,472.202637,518.46051,558.123169,577.534607,1201.29541,971.273254,-0.007916,1.552776,1.697881,1.405792,2.082001,2.79715,3.604532,4.117332,4.946926,5.930366,8.414207,11.006166,12.823097,15.096126,17.239338,18.892834,20.376213,21.138601,39.000668,57.760651,77.600922,100,114.226532,137.241821,164.525269,233.434128,305.342438,355.749298,418.809601,478.268433,524.141113,565.29425,586.445068,0.069869,0.095113,0.129536,0.154479,0.172656,0.198571,0.236175,0.289442,0.324678,0.341752,0.371442,0.405819,0.413299,0.450223,0.517614,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363272052HL9505,PASS,0,,Machine04A_golden,,10/8/2016 18:14,10/8/2016 18:14,7.084,Version 16.8.10.12,LS,CAS140,20363272052HL9502112651140789158079716795743,194.006966,30.923134,-84.021192,24.536249,23.956257,30.923134,-92.268319,30.407688,-37.11566,24.236532,23.387606,27.830461,-69.073276,13.917026,-51.544541,0.918591,1.040097,13.917026,-51.544541,1277.935669,968.333069,-0.001865,1.467638,1.603539,1.749016,2.128325,2.84161,3.610609,4.112131,4.91419,5.920339,8.331511,10.868442,12.67593,14.944785,17.091825,18.785086,20.274107,21.302811,40.647945,58.946419,78.701691,100,113.890228,136.104172,163.970642,230.750854,301.014099,351.074585,413.913147,473.377899,520.274658,561.514832,590.006042,1277.935669,968.333069,-0.001865,1.485448,1.632418,1.782851,2.166935,2.896369,3.670186,4.172402,4.9947,5.98429,8.415292,11.007483,12.823351,15.061612,17.264345,18.980007,20.442533,21.262215,40.473362,59.041553,78.916138,100,113.683678,136.088486,163.051422,229.287888,299.916229,349.392426,410.37735,470.394318,517.140259,556.989075,579.322571,1277.935669,968.333069,-0.001865,1.604697,1.742294,1.476593,2.105138,2.825888,3.571326,4.063691,4.856865,5.831141,8.232101,10.788192,12.627759,14.834607,16.967333,18.656635,20.153624,21.003092,41.345795,58.945541,79.127136,100,113.786613,135.99614,163.276642,230.505463,302.078064,353.587402,415.38092,475.098938,522.400818,564.317627,588.103455,1277.935669,968.333069,-0.001865,1.614691,1.749754,1.487531,2.116895,2.809096,3.57369,4.047547,4.854231,5.806355,8.173193,10.697143,12.52499,14.782508,16.902544,18.607294,20.091263,20.857336,41.624527,59.23555,78.604912,100,113.259613,135.832458,162.475082,228.70459,299.330475,350.477844,413.648315,472.971771,520.674622,562.199402,583.635925,1277.935669,968.333069,-0.001865,1.535291,1.666448,1.408555,2.020058,2.676977,3.418342,3.86219,4.632192,5.550995,7.888985,10.360935,12.108219,14.321185,16.485142,18.077583,19.598495,20.523882,41.205795,59.094662,78.312134,100,112.984299,135.509903,162.388504,230.78392,303.098236,354.213196,418.951172,482.255402,528.840637,573.333313,600.40448,0.032608,0.054097,0.081251,0.093133,0.116507,0.134687,0.165623,0.201114,0.242794,0.27037,0.282648,0.290376,0.336366,0.316773,0.318978,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270590HL950W,PASS,0,,Machine04A_golden,,10/8/2016 18:14,10/8/2016 18:15,7.064,Version 16.8.10.12,LS,CAS140,20363270590HL9502112651124753158079639794743,193.602981,31.196327,-73.140909,25.229649,26.430134,31.196327,-92.768706,30.163285,-34.401836,24.173349,24.873228,26.031117,-70.041784,13.946066,-51.652097,1.069259,0.558931,13.946066,-51.652097,1253.038208,967.354797,-0.003031,1.430849,1.550766,1.684787,2.057143,2.760199,3.556685,4.078477,4.882372,5.872998,8.266027,10.7983,12.615101,14.888114,17.059076,18.717594,20.204514,21.090351,40.229843,57.838779,77.605934,100,114.670738,137.273102,165.125595,232.408173,303.605713,354.687012,418.595184,479.634094,526.265076,568.071411,592.977661,1253.038208,967.354797,-0.003031,1.447388,1.575556,1.70816,2.077363,2.779302,3.57046,4.084457,4.883573,5.876816,8.286123,10.874963,12.677581,14.908666,17.128735,18.806305,20.272776,21.253937,40.537865,58.181931,77.84156,100,114.395821,136.77713,164.59549,232.074387,304.581543,355.068542,417.555847,479.73465,526.71936,567.791687,595.271606,1253.038208,967.354797,-0.003031,1.559888,1.674519,1.453351,2.037762,2.732325,3.513378,4.001016,4.799617,5.782462,8.157314,10.714359,12.556202,14.764619,16.888845,18.574564,20.047342,20.960222,41.366203,58.000088,77.76918,100,113.879463,136.609772,164.584106,232.178665,304.958923,357.382599,420.23996,480.70105,528.681091,570.60022,596.583191,1253.038208,967.354797,-0.003031,1.596223,1.725896,1.471366,2.100152,2.81301,3.595901,4.088649,4.900962,5.888303,8.265395,10.830202,12.653156,14.961363,17.057819,18.804171,20.233421,21.138515,40.91787,58.404064,78.228241,100,113.703049,136.293045,163.750427,229.856033,301.181885,351.877228,416.067169,474.368469,522.933533,562.680176,587.850342,1253.038208,967.354797,-0.003031,1.483658,1.605062,1.374697,1.946341,2.623804,3.358108,3.832727,4.595689,5.531339,7.867287,10.368522,12.127139,14.364199,16.507204,18.164812,19.654781,20.37166,40.936653,57.959442,78.133408,100,114.133514,136.853516,164.715927,234.277374,308.760803,361.130096,427.746765,491.562592,540.92395,585.293274,606.640991,0.036963,0.059192,0.07216,0.094736,0.109174,0.127409,0.150873,0.175777,0.203605,0.227534,0.241986,0.251461,0.267956,0.253992,0.3469,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363271645HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:15,10/8/2016 18:15,7.079,Version 16.8.10.12,LS,CAS140,20363271645HL9502111651148802159080758798743,182.114848,36.177803,-62.660925,23.162415,28.891048,34.530491,-91.763439,31.784971,-44.540491,23.614418,26.357231,19.704682,-76.93763,14.825809,-37.339075,0.440664,0.134467,14.825809,-46.12474,1214.208862,963.268616,-0.005289,1.665899,1.809313,1.958445,2.369661,3.142241,3.985678,4.528048,5.386265,6.457342,9.001888,11.662839,13.49987,15.881883,18.082783,19.814289,21.336849,22.287821,41.797123,59.454388,78.838287,100,113.607964,135.140472,162.013626,225.855881,292.618683,338.709503,398.473785,453.694,497.137207,535.337952,559.197693,1214.208862,963.268616,-0.005289,1.470347,1.632737,1.790333,2.193286,2.908383,3.726673,4.210493,5.039445,6.065926,8.535317,11.145335,12.97902,15.239556,17.439764,19.163605,20.604519,21.455423,39.454681,58.853741,78.042343,100,112.98262,135.226364,162.770538,229.033157,299.069305,348.273621,408.931915,467.971375,514.22821,552.893127,575.725952,1214.208862,963.268616,-0.005289,1.603097,1.733261,1.482024,2.094873,2.798404,3.583618,4.060399,4.864881,5.871303,8.268457,10.823994,12.667639,14.895975,17.042162,18.723112,20.210545,21.02533,41.355518,58.456932,78.088799,100,113.304459,135.753326,163.837296,230.729324,302.040924,353.487396,415.668579,475.557434,522.463928,563.970398,586.706726,1214.208862,963.268616,-0.005289,1.568524,1.714319,1.424776,2.078153,2.756928,3.520909,4.017328,4.805689,5.795324,8.161857,10.707601,12.503851,14.752555,16.905434,18.605171,20.10778,20.95993,40.466137,59.023178,78.301582,100,114.099167,136.48999,164.597351,231.81105,304.114624,355.131287,418.998444,480.143982,528.419495,571.096252,595.298767,1214.208862,963.268616,-0.005289,1.439629,1.565481,1.320632,1.911054,2.554067,3.264219,3.723843,4.467686,5.399723,7.700487,10.151851,11.880892,14.111371,16.220577,17.857632,19.323282,20.09893,40.45784,58.545528,78.244362,100,114.080681,136.868454,165.4216,235.905975,311.003998,363.973511,432.304657,496.920624,547.072144,591.972656,615.734741,0.125339,0.1683,0.215693,0.265872,0.293687,0.336193,0.38685,0.48007,0.557813,0.597476,0.650769,0.687134,0.722418,0.735755,0.797361,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270627HL9509,PASS,0,,Machine04A_golden,,10/8/2016 18:15,10/8/2016 18:15,7.086,Version 16.8.10.12,LS,CAS140,20363270627HL9502111651139786161079711806743,189.775375,33.842444,-44.671431,28.555691,27.842852,33.842444,-92.622857,33.315505,-33.605717,28.340218,26.645607,26.99224,-73.653062,14.227346,-48.478366,0.680437,0.776023,14.227346,-52.693876,1145.646851,965.104004,-0.012002,1.540979,1.702694,1.867021,2.281205,3.056867,3.931068,4.467581,5.376381,6.430327,9.01906,11.672608,13.562481,15.904423,18.142797,19.838982,21.364014,22.281786,39.20002,58.030159,77.761757,100,113.648018,136.766449,163.577133,229.430298,296.932281,345.007568,404.582794,461.523376,504.67157,543.465942,566.812561,1145.646851,965.104004,-0.012002,1.549898,1.713502,1.881032,2.293752,3.066625,3.964972,4.485173,5.384925,6.441795,9.030129,11.721504,13.600864,15.90144,18.127144,19.827431,21.303576,22.137276,39.089764,57.85041,77.342911,100,113.119926,135.812439,162.467606,227.747635,295.626404,343.025482,401.047943,457.182129,500.06485,537.294495,558.321106,1145.646851,965.104004,-0.012002,1.587585,1.750165,1.423546,2.150879,2.88201,3.740653,4.241515,5.098674,6.134677,8.633806,11.263044,13.146842,15.440074,17.578463,19.308443,20.737206,21.652847,38.056076,57.500107,77.045639,100,113.389694,136.304398,164.000183,230.810165,301.098389,351.458527,412.76416,469.930359,516.178467,554.374023,578.852112,1145.646851,965.104004,-0.012002,1.576014,1.748907,1.408102,2.139811,2.865566,3.716635,4.207225,5.056764,6.072341,8.562281,11.174249,13.052371,15.361393,17.483088,19.244041,20.660549,21.465126,37.886471,57.573879,77.101089,100,113.199844,136.057602,163.382767,230.377243,300.654999,351.187897,413.314575,470.401001,517.781372,555.893982,577.541992,1145.646851,965.104004,-0.012002,1.541169,1.685332,1.402277,2.070733,2.787036,3.595751,4.084956,4.940578,5.909075,8.390589,10.968777,12.777569,15.065295,17.197657,18.905218,20.312355,21.218451,38.998169,57.588322,77.509155,100,113.605095,137.400467,164.334946,233.347351,305.048309,355.351898,418.974976,478.277222,525.765503,564.898865,590.0979,0.073944,0.096592,0.124139,0.154972,0.173643,0.199574,0.232749,0.285559,0.326102,0.350437,0.364185,0.41609,0.403062,0.448429,0.448862,0,0,0,0
